customer_lifetime_value,monthly_premium_auto,total_claim_amount,number_of_open_complaints,income,policy_type,vehicle_class,gender,education,state,zones
2506,62,89,0,92056,Personal Auto,Four-Door Car,male,High School or Below,Oregon,northwest
4967,62,297,0,28524,Personal Auto,Four-Door Car,female,College,California,west
1918,61,439,2,0,Personal Auto,Two-Door Car,male,College,California,west
3146,82,411,1,28089,Personal Auto,Two-Door Car,female,Bachelor,Oregon,northwest
5963,74,331,0,87020,Personal Auto,Four-Door Car,female,Bachelor,California,west
2860,74,406,1,27907,Personal Auto,Four-Door Car,male,Doctor,California,west
2857,70,333,0,91811,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
7630,111,799,0,0,Special Auto,SUV,male,High School or Below,California,west
5715,72,230,0,69451,Corporate Auto,Four-Door Car,male,College,Oregon,northwest
5113,64,126,2,92427,Personal Auto,Four-Door Car,male,Bachelor,Arizona,central
5070,69,331,0,0,Personal Auto,Four-Door Car,female,Doctor,Arizona,central
12036,104,499,0,44428,Special Auto,SUV,male,Bachelor,Oregon,northwest
8679,109,703,0,55842,Personal Auto,SUV,female,High School or Below,Oregon,northwest
4911,62,297,0,52796,Corporate Auto,Four-Door Car,male,College,Oregon,northwest
17429,109,104,0,41775,Personal Auto,Sports Car,male,Master,California,west
2396,66,433,2,0,Corporate Auto,Four-Door Car,female,Bachelor,California,west
5671,71,315,0,34974,Special Auto,Four-Door Car,female,High School or Below,California,west
14413,73,138,0,56457,Personal Auto,Four-Door Car,female,College,Washington,east
5217,66,261,0,39854,Personal Auto,Two-Door Car,female,Bachelor,Arizona,central
2363,65,312,5,27839,Personal Auto,Two-Door Car,female,Bachelor,California,west
4655,117,561,0,88240,Personal Auto,SUV,male,High School or Below,California,west
35692,102,1123,0,0,Personal Auto,SUV,female,High School or Below,Oregon,northwest
10248,129,619,0,52693,Personal Auto,SUV,male,College,California,west
6897,173,830,1,65337,Personal Auto,SUV,female,Bachelor,Oregon,northwest
5010,63,295,0,64014,Corporate Auto,Four-Door Car,female,Bachelor,Oregon,northwest
4250,61,292,1,0,Personal Auto,Four-Door Car,female,High School or Below,Oregon,northwest
10208,129,619,0,35482,Corporate Auto,SUV,female,College,Oregon,northwest
4961,65,312,0,20951,Personal Auto,Four-Door Car,female,High School or Below,Arizona,central
4476,62,297,0,0,Personal Auto,Four-Door Car,female,High School or Below,Oregon,northwest
2755,70,405,1,39393,Special Auto,Four-Door Car,female,High School or Below,Washington,east
8271,69,168,0,62912,Personal Auto,Two-Door Car,male,College,Oregon,northwest
5927,152,235,0,33561,Corporate Auto,Sports Car,male,High School or Below,California,west
8548,112,537,2,53055,Personal Auto,SUV,female,High School or Below,Washington,east
21283,63,302,0,0,Personal Auto,Two-Door Car,male,High School or Below,Arizona,central
6446,80,481,1,55037,Corporate Auto,Four-Door Car,female,High School or Below,Oregon,northwest
4484,65,463,0,0,Personal Auto,Four-Door Car,female,High School or Below,Oregon,northwest
30286,103,241,1,27587,Corporate Auto,Sports Car,female,High School or Below,Oregon,northwest
13840,119,571,0,29658,Personal Auto,SUV,female,High School or Below,California,west
5391,68,374,1,63633,Corporate Auto,Two-Door Car,female,College,California,west
3847,96,185,0,23459,Personal Auto,Four-Door Car,male,College,California,west
6369,83,398,0,34498,Personal Auto,Two-Door Car,male,High School or Below,Nevada,central
5316,66,427,0,28559,Corporate Auto,Four-Door Car,female,College,Arizona,central
5124,64,229,0,73740,Personal Auto,Two-Door Car,male,Doctor,Oregon,northwest
4151,125,900,0,0,Personal Auto,SUV,male,High School or Below,Washington,east
2594,72,660,3,25925,Corporate Auto,Two-Door Car,female,College,California,west
5763,76,177,0,31725,Personal Auto,Two-Door Car,male,Bachelor,Nevada,central
18370,234,1684,0,49659,Personal Auto,Luxury Car,male,College,Washington,east
21923,109,94,0,81197,Personal Auto,Sports Car,male,Bachelor,California,west
10546,88,108,0,43922,Personal Auto,Four-Door Car,female,Master,Arizona,central
8388,69,118,0,87123,Corporate Auto,Four-Door Car,female,Bachelor,Nevada,central
7188,66,278,0,0,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
3238,80,473,0,68745,Personal Auto,Four-Door Car,female,Master,Oregon,northwest
10960,95,76,0,29815,Personal Auto,Four-Door Car,female,College,California,west
2660,66,22,0,53333,Personal Auto,Two-Door Car,female,High School or Below,Oregon,northwest
2004,66,316,4,0,Personal Auto,Four-Door Car,female,College,Oregon,northwest
15483,196,1961,0,24661,Personal Auto,Luxury SUV,male,High School or Below,Washington,east
8940,111,406,0,95351,Personal Auto,Sports Car,male,Bachelor,Oregon,northwest
5083,64,73,2,62088,Corporate Auto,Two-Door Car,female,Bachelor,Washington,east
9031,122,650,0,0,Personal Auto,Sports Car,female,Master,Nevada,central
32098,105,504,3,31503,Personal Auto,SUV,male,College,Oregon,northwest
22332,97,484,0,49078,Corporate Auto,Four-Door Car,male,College,Oregon,northwest
8560,112,537,0,28120,Personal Auto,SUV,female,High School or Below,Nevada,central
7714,106,763,0,0,Personal Auto,Sports Car,female,College,California,west
2936,77,362,3,44369,Personal Auto,Four-Door Car,male,Bachelor,California,west
5112,67,321,0,15131,Personal Auto,Four-Door Car,male,High School or Below,Washington,east
5119,65,312,0,26890,Personal Auto,Two-Door Car,female,Bachelor,California,west
2494,62,0,1,45855,Personal Auto,Four-Door Car,male,Doctor,California,west
23594,66,86,0,76358,Corporate Auto,Four-Door Car,male,Bachelor,Oregon,northwest
5656,72,203,0,45586,Personal Auto,Four-Door Car,female,Bachelor,California,west
15673,78,453,0,43267,Special Auto,Four-Door Car,male,College,Nevada,central
8509,82,590,0,0,Personal Auto,Four-Door Car,male,High School or Below,Oregon,northwest
6418,81,123,0,46648,Personal Auto,Four-Door Car,male,Master,Oregon,northwest
3055,77,108,0,42406,Corporate Auto,Four-Door Car,female,High School or Below,Oregon,northwest
5746,72,64,0,50798,Personal Auto,Four-Door Car,male,Master,California,west
23594,66,86,0,76358,Personal Auto,Four-Door Car,male,Bachelor,Oregon,northwest
6005,86,412,0,13528,Personal Auto,Four-Door Car,male,College,Oregon,northwest
5028,67,80,0,0,Personal Auto,Four-Door Car,male,Bachelor,Oregon,northwest
3409,85,408,0,85023,Personal Auto,Four-Door Car,female,Bachelor,California,west
4348,62,675,0,0,Corporate Auto,Four-Door Car,female,High School or Below,Oregon,northwest
8337,69,331,0,74460,Corporate Auto,Two-Door Car,female,High School or Below,Nevada,central
2346,62,297,0,22932,Personal Auto,Four-Door Car,male,Bachelor,Nevada,central
4991,62,29,0,54189,Personal Auto,Two-Door Car,female,College,Arizona,central
2879,74,355,0,42247,Personal Auto,Two-Door Car,male,College,California,west
3482,96,726,0,0,Personal Auto,Four-Door Car,male,High School or Below,California,west
8216,117,983,0,0,Personal Auto,Four-Door Car,male,High School or Below,California,west
3155,80,488,0,36706,Personal Auto,Four-Door Car,male,Bachelor,Oregon,northwest
5292,66,316,1,67899,Corporate Auto,Four-Door Car,male,College,Arizona,central
6553,61,365,0,0,Corporate Auto,Two-Door Car,female,College,Oregon,northwest
7618,63,170,0,41900,Corporate Auto,Four-Door Car,female,College,Washington,east
24610,76,363,0,72786,Personal Auto,Four-Door Car,male,Bachelor,Nevada,central
3142,78,507,0,60108,Personal Auto,Four-Door Car,female,College,Oregon,northwest
32021,100,635,0,31433,Personal Auto,SUV,female,High School or Below,Arizona,central
5096,65,27,1,27940,Personal Auto,Two-Door Car,female,College,Washington,east
4889,122,817,0,51246,Personal Auto,SUV,female,High School or Below,California,west
5112,65,312,1,56587,Personal Auto,Four-Door Car,male,Bachelor,Oregon,northwest
2725,69,452,1,45025,Personal Auto,Four-Door Car,female,High School or Below,Arizona,central
9780,132,950,0,0,Corporate Auto,SUV,female,High School or Below,California,west
15042,190,912,0,22799,Corporate Auto,SUV,female,Bachelor,Arizona,central
5308,66,186,0,82601,Personal Auto,Four-Door Car,male,Doctor,Oregon,northwest
19160,239,1294,0,22705,Personal Auto,Luxury SUV,female,Master,Oregon,northwest
3324,92,441,0,0,Personal Auto,Two-Door Car,male,High School or Below,Oregon,northwest
3791,95,405,0,41212,Personal Auto,Four-Door Car,female,College,California,west
7600,70,504,0,0,Personal Auto,Four-Door Car,female,High School or Below,Arizona,central
6950,88,603,0,21687,Personal Auto,Four-Door Car,female,High School or Below,California,west
4605,63,302,0,22571,Personal Auto,Four-Door Car,female,College,California,west
5864,72,438,0,72032,Personal Auto,Four-Door Car,female,High School or Below,Oregon,northwest
15374,128,587,0,42570,Personal Auto,SUV,female,Bachelor,Washington,east
3230,81,207,0,62873,Corporate Auto,Four-Door Car,male,College,Arizona,central
9294,77,105,0,21370,Corporate Auto,Four-Door Car,female,Bachelor,Oregon,northwest
2504,64,42,1,66081,Personal Auto,Four-Door Car,female,Bachelor,Arizona,central
7081,87,417,0,93854,Corporate Auto,Two-Door Car,female,Master,Oregon,northwest
9560,122,683,0,19429,Special Auto,SUV,female,Doctor,Arizona,central
6756,86,324,2,46879,Personal Auto,Four-Door Car,female,Bachelor,California,west
5290,68,326,0,36791,Personal Auto,Four-Door Car,male,Bachelor,Oregon,northwest
8391,106,710,2,40211,Personal Auto,Two-Door Car,male,High School or Below,California,west
21151,77,92,0,48642,Personal Auto,Four-Door Car,male,College,Arizona,central
9264,115,552,0,69063,Personal Auto,Two-Door Car,male,College,California,west
2853,71,329,0,87455,Corporate Auto,Four-Door Car,female,Doctor,Arizona,central
6245,79,442,0,80101,Personal Auto,Four-Door Car,male,High School or Below,Washington,east
2129,61,292,1,0,Corporate Auto,Four-Door Car,male,High School or Below,California,west
14789,129,712,4,51817,Personal Auto,SUV,male,College,Nevada,central
5324,68,326,0,31561,Personal Auto,Four-Door Car,female,Bachelor,Arizona,central
2862,73,327,2,64640,Personal Auto,Four-Door Car,female,Doctor,Arizona,central
8614,107,48,0,64220,Personal Auto,SUV,female,Master,California,west
4931,62,315,0,33580,Corporate Auto,Four-Door Car,male,College,Oregon,northwest
4642,64,770,0,0,Personal Auto,Two-Door Car,male,College,Arizona,central
21423,65,312,0,0,Personal Auto,Two-Door Car,male,Bachelor,Arizona,central
4858,67,482,0,0,Personal Auto,Four-Door Car,male,High School or Below,Oregon,northwest
5261,66,48,0,43318,Personal Auto,Four-Door Car,male,Master,Arizona,central
3274,81,348,0,83869,Personal Auto,Four-Door Car,female,College,California,west
6134,78,289,0,43875,Corporate Auto,Four-Door Car,male,High School or Below,California,west
3690,92,441,0,59016,Corporate Auto,Four-Door Car,female,Bachelor,Washington,east
2776,69,62,0,70793,Personal Auto,Four-Door Car,female,College,California,west
10972,137,657,0,24164,Personal Auto,Sports Car,male,Doctor,California,west
4177,104,499,0,29133,Personal Auto,Sports Car,female,Master,Washington,east
5838,73,281,0,81082,Corporate Auto,Four-Door Car,male,High School or Below,Washington,east
6462,65,312,0,0,Corporate Auto,Four-Door Car,male,Bachelor,California,west
5109,66,316,0,21277,Corporate Auto,Four-Door Car,male,College,California,west
8278,226,1084,0,16924,Personal Auto,Luxury SUV,male,High School or Below,California,west
8682,115,552,0,10540,Corporate Auto,SUV,male,College,California,west
9415,133,1361,0,0,Special Auto,Sports Car,male,High School or Below,Oregon,northwest
3230,81,207,0,62873,Special Auto,Four-Door Car,male,College,Oregon,northwest
17019,211,1012,0,98623,Personal Auto,Luxury SUV,male,High School or Below,California,west
2647,69,300,0,37876,Corporate Auto,Four-Door Car,male,College,Oregon,northwest
12883,109,757,1,77469,Personal Auto,SUV,male,Bachelor,Arizona,central
20930,66,94,0,30535,Personal Auto,Four-Door Car,female,College,California,west
4814,67,482,0,0,Personal Auto,Four-Door Car,male,College,California,west
4836,61,93,0,39310,Personal Auto,Four-Door Car,male,Bachelor,Oregon,northwest
18745,99,475,0,27229,Personal Auto,Four-Door Car,female,Master,Nevada,central
17367,112,537,0,41418,Personal Auto,SUV,male,College,Washington,east
9012,112,83,0,67840,Personal Auto,SUV,female,College,Oregon,northwest
5871,80,871,0,0,Corporate Auto,Four-Door Car,female,Bachelor,California,west
5926,96,460,5,23091,Personal Auto,Four-Door Car,male,College,Oregon,northwest
5453,67,302,0,69468,Personal Auto,Four-Door Car,female,Master,Arizona,central
9106,114,547,0,74143,Personal Auto,SUV,male,High School or Below,California,west
5013,126,604,1,65165,Personal Auto,SUV,male,High School or Below,Arizona,central
6672,165,60,0,50537,Personal Auto,SUV,female,College,California,west
6521,82,393,3,72608,Personal Auto,Four-Door Car,female,College,Oregon,northwest
13024,110,565,1,26312,Personal Auto,Four-Door Car,female,High School or Below,Nevada,central
2748,68,304,0,56900,Personal Auto,Four-Door Car,male,High School or Below,Oregon,northwest
2803,70,327,0,60707,Corporate Auto,Four-Door Car,female,Bachelor,Oregon,northwest
7231,61,181,0,67276,Personal Auto,Two-Door Car,male,Bachelor,Oregon,northwest
8329,104,21,0,30865,Personal Auto,SUV,female,High School or Below,Oregon,northwest
4626,114,547,0,79487,Personal Auto,SUV,female,Master,California,west
6265,84,481,1,0,Personal Auto,Four-Door Car,female,Doctor,California,west
4504,62,135,0,0,Personal Auto,Two-Door Car,male,College,Oregon,northwest
11533,96,250,0,41098,Personal Auto,Two-Door Car,female,Bachelor,Oregon,northwest
5349,67,272,0,89158,Personal Auto,Four-Door Car,female,College,Arizona,central
2855,70,336,0,99612,Personal Auto,Two-Door Car,female,Master,Oregon,northwest
6601,194,2306,0,0,Corporate Auto,Luxury SUV,male,High School or Below,Nevada,central
3470,86,170,3,94885,Personal Auto,Four-Door Car,female,High School or Below,Oregon,northwest
5895,74,152,0,78352,Personal Auto,Two-Door Car,female,College,Arizona,central
5065,63,302,0,43460,Personal Auto,Four-Door Car,female,High School or Below,Oregon,northwest
41787,119,571,2,46587,Personal Auto,Four-Door Car,female,High School or Below,Oregon,northwest
4882,123,131,0,21236,Personal Auto,SUV,female,High School or Below,Nevada,central
3837,106,117,0,0,Personal Auto,SUV,female,Bachelor,California,west
2154,65,312,0,0,Personal Auto,Four-Door Car,male,College,Oregon,northwest
5049,68,457,0,0,Personal Auto,Four-Door Car,male,High School or Below,California,west
13869,118,612,0,28432,Corporate Auto,SUV,male,College,California,west
5213,131,628,0,65167,Personal Auto,SUV,male,High School or Below,Oregon,northwest
4911,62,274,0,33700,Corporate Auto,Four-Door Car,female,College,Washington,east
7751,105,756,0,0,Personal Auto,SUV,female,College,Arizona,central
25464,97,465,0,13663,Personal Auto,Four-Door Car,female,College,California,west
9472,131,628,0,0,Corporate Auto,SUV,male,College,Oregon,northwest
5926,84,403,2,0,Personal Auto,Four-Door Car,female,College,Arizona,central
8470,82,479,0,0,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
8675,108,379,0,65933,Personal Auto,SUV,female,College,Arizona,central
18205,128,614,0,0,Corporate Auto,Sports Car,female,College,Oregon,northwest
2618,66,430,0,28663,Corporate Auto,Two-Door Car,male,High School or Below,Washington,east
3349,84,344,0,78092,Corporate Auto,Four-Door Car,male,Bachelor,Arizona,central
5979,76,547,0,57693,Corporate Auto,Four-Door Car,female,High School or Below,Nevada,central
16301,85,574,0,19614,Personal Auto,Two-Door Car,female,Master,Oregon,northwest
7882,99,587,0,23235,Personal Auto,Four-Door Car,female,High School or Below,California,west
7748,64,175,0,79528,Personal Auto,Two-Door Car,male,Bachelor,California,west
15860,136,46,0,0,Personal Auto,SUV,female,Master,California,west
2279,61,292,0,23253,Personal Auto,Two-Door Car,male,High School or Below,Oregon,northwest
15272,100,361,2,40571,Personal Auto,SUV,male,College,California,west
5498,138,553,0,60668,Personal Auto,SUV,female,Bachelor,California,west
5743,73,343,3,61776,Personal Auto,Two-Door Car,male,Doctor,California,west
3942,99,547,0,38820,Personal Auto,Four-Door Car,male,Master,California,west
2503,63,302,0,47285,Personal Auto,Four-Door Car,female,Bachelor,California,west
4558,62,446,0,0,Corporate Auto,Four-Door Car,male,High School or Below,Oregon,northwest
67907,192,151,1,78310,Personal Auto,Sports Car,male,Bachelor,Oregon,northwest
2396,62,297,0,26222,Personal Auto,Four-Door Car,female,College,Nevada,central
5568,79,407,1,0,Personal Auto,Two-Door Car,male,High School or Below,Arizona,central
7334,181,124,0,83926,Personal Auto,Luxury Car,female,College,Oregon,northwest
7150,91,436,0,24124,Corporate Auto,Four-Door Car,male,Master,California,west
12023,106,763,0,28879,Personal Auto,Sports Car,male,High School or Below,Nevada,central
4018,112,544,0,0,Corporate Auto,SUV,male,Bachelor,Oregon,northwest
4770,65,362,0,12964,Personal Auto,Two-Door Car,female,College,Oregon,northwest
29297,115,1251,0,0,Personal Auto,SUV,female,High School or Below,Nevada,central
27929,86,412,0,88105,Personal Auto,Four-Door Car,female,College,Washington,east
2899,74,238,4,66524,Personal Auto,Two-Door Car,female,College,Oregon,northwest
